,Users,Comments,labels
1051,@roberthartshorn3560,take shoe weird laugh three time there ill probably laugh good job boy,1.0
1052,@sexiisoccer,duo miss brings nostalgia back,1.0
1053,@kezro22,proud u howard complete stranger need,1.0
1054,@cameronblanchard3039,love content jake keep bro,1.0
1055,@Buddha_7,nah actually funny af wish,1.0
1056,@sadeepatheekshana1249,good see jake back content man,1.0
1057,@raghavrajvanshi6865,really nice jake kind video miss old jake paul keep good work man,1.0
1058,@bigboi5078,get love jake he funny hell,1.0
1059,@masonparkerson3188,jake paul join omelet shut,1.0
1060,@AghaNoor,idol inspiration jake thank much awesome,1.0
1061,@rdoe2475,start witch vids guy genuinely hilarious without even try love,1.0
1062,@chub7279,best video yet definitely find format mad entertain lately,1.0
1063,@gavinswink7173,need genuine like refresh,1.0
1064,@rickysky2153,im gon na real u jake since im amaze far u ur brother come know,1.0
1065,@justinbryan4111,honestly never think would fan keep hop outta kill upcoming competition man,1.0
1066,@miguel.morera,admit emotion guy make cry guy love try hard happy thanks jake make happen,1.0
1067,@yp4304,jake need see medium truly selfless person would see version,1.0
1068,@TheRealSavant,often support supporter idea presence someone stature one mind ima fellow streamer im often stream self someone come look astonish life change moment keep god work talent unparrel,1.0
1069,@xnizziex,nice see genuinely happy jake im glad see good spot,1.0
1070,@choicemeez,happy yall kick as takin name keep hard work yall awesome,1.0
1071,@roblox_kallixoxo,im tear guy literally wow jake make guy day doubt change life well do jake,1.0
1072,@darealtgreenman,amaze man love version keep get well longer problem child problem solver man keep encourage around people like strive obstacle become selfless reach success,1.0
1073,@williamparrish9954,thank make happen jake great see good thing happen good people,1.0
1074,@danteholmes2009,man become fan since start career growth youve immaculate keep keep inspiring others,1.0
1075,@reggierunion4636,genuinely awesome keep man,1.0
1076,@teleportdinero,good stuff bro thats start people bottom thats really struggle life bro hope get ta lift people bottom jake people cant make matter hard try without help hand,1.0
1077,@SusanRoseMichelleBajor-dt6mr,positivity video amaze support pal sooo genuine wonderful continue goat,1.0
1078,@CrossbowMike,jake gon na shine whole new light dutch speedskating culture know around outta youve see insanely professional training regiment among best sport would cool youd behind scene cool video also good rep sport general,1.0
1079,@bornofosirislover,swap fan girl world champion seem help lot definitely show content,1.0
1080,@DETECTEAGUE,psychologist complete stranger utterly smite love jake body language point cater towards utterly love happy wish best,1.0
1081,@aidanoconnell5078,dude content guy put lately awesome need,1.0
1082,@mjmcg73,keep help random streamer people general great content especially people kid,1.0
1083,@kristene8118,really think outta make huge difference life much relaxed thing,1.0
1084,@bigrikenergy9794,love jake redemption arc go absolute team turbo virgin role model laugh everyone else box thing start im root way nothing short inspirational also think get away girl go woman passion drive moral elevate new height,1.0
1085,@jeffhardyzawsome,ive jake fan since start box see he do outta relationship genuine real hope someday connection like one happy jake,1.0
1086,@monk636,good see jake even positive thing time world full hater amaze,1.0
1087,@mez9673,outta seem sooo genuine lovely person literally opposite loan nasty fiance soo happy jake get good one,1.0
1088,@liamt9430,even saw live stream great get point video crazy reaction everything good u able support people around good job good human,1.0
1089,@pleaseshush8369,see jake get emotional guy express felt wholesome,1.0
1090,@mikeabramson4042,could watch log day son keep amazing dude,1.0
1091,@CLUTCHITZZ,appreciate much love still give u man love guy side long time loyalty stay within brother,1.0
1092,@classiccairo8234,thats actually sick af man god bless everyone hopefully good people grow happiest thanks god,1.0
1093,@paulhond100,love video see happy keep watch long time,1.0
1094,@iBambo,love follow he huge heart good ya,1.0
1095,@jessesherrill568,streamer almost tear,1.0
1096,@bry4510,man last part video get tear nice jake,1.0
1097,@jacobhobson6971,jake slowly win fan solidify see go complete scumbag someone kid actually aspire amaze,1.0
1098,@Stevoluddy,nah jake higher best content creator game mile aura flip crazy,1.0
1099,@crisktianpr,really hope keep outta seem like good woman jake,1.0
1100,@markmonaghan3137,enjoy see jake happy become well washout mentor help grow substantiallyhis new girl upgrade id imagine last appear mature realizes,1.0
1101,@calurk,jake steal flower outta kill bahahahha,1.0
1102,@davidduque738,actually really inspire,1.0
1103,@zanderryz,really love tear hard,1.0
1104,@joshmoxey.,great video man love fun whatever go world thats way stay sane enjoy life matter whats happen filter editor,1.0
1105,@FITZ81,keep hard work man many blessing,1.0
1106,@TommySheaofficial,way show everyone whats good jake love,1.0
1107,@beau2395,honestly jake grown think take sport seriously definitely interested see far take type opponent take hopefully see fight boxer soon cause think he ready test fun watch,1.0
1108,@kaykay2004.,love supportive yall,1.0
1109,@NumberZ_,love far come bro inspirational anyone say anything different jealousy least old look back say yep give make keep bro,1.0
1110,@daviroza4700,guy live amazing life depression still remember use make family friendly content kid,1.0
1111,@lifestudentlove,woman seem kind happy happy deserve best,1.0
1112,@dominicflick1225,keep jake people talk like still make vine judge youve grow lot since glad see steady rise paul brother yall another level,1.0
1113,@spacemonkey9426,take moment appreciate hard work hour put vid unbelievable think deserve lot,1.0
1114,@yugipoketv8677,great vid jake champ get want start box keep everything,1.0
1115,@chrissbreaks1134,jake man bro one reason able conquer fear man since gotten raise promotion,1.0
1116,@simongebrhiwet851,reason get box man pure cap,-1.0
1117,@marsisthegodofwar,security mess jumped let ref handle thing,0.0
1118,@123MondayTuesday,one internet ever lie allegation,0.0
1119,@benmcreynolds8581,pep talk jake pre fight locker room actually dope hell get hype yall evolve ton really commit sport keep great work dude,1.0
1120,@aaronchandler572,jake first ring even hold loan security stand brother,1.0
