,Users,Comments,labels
1556,,"hugely inspiring, congrats on the new home",
1557,@malcommazariegos8992,Proud of both of them to see how far they came in such little time is inspirational ,
1558,@MimiPatra-xe2jp,"Congrats Jake! The journey you've been on for the past few years is inspiring, sad that the haters won't see it but nvm. Everyone has had their ups and downs but these past few years have shown how you've changed from the everyday bro days. I admire your work ethic ,keep going.",
1559,,IRS must be telling them that they need to do more actual business in Puerto Rico to get the tax benefits,
1560,@kristina2489,Jake has gotten so genuine  as he's aging he's realizng how quick & beautiful life is & it goes by quicker than we think. Be a kid alway's at heart & enjoy your life!!!,
1561,@michaelorsini9695,This guy knows what he's doing ...that's for sure. He also comes from a good family so i'm sure he'll wind up being a good famly man as well. CHEERS!,
1562,@trishannnguyen6643,"It’s crazy for them to reflect on all they accomplished and how far they’ve come, but it’s also crazy for me as a viewer/fan/supporter to see their journey on YouTube and beyond this platform. Be inspired and inspire others, love the message Jake!",
1563,@live2dyeC4,I grew up with both them from a very young age before they started making vids and its so crazy to see how far they have come and my dad and Greg are very good friends and he's gotten to go out and see everything and he's said how crazy it was... great job guys hope to meet up with you guys next time your back in your hometown!!,
1564,@andrewmenegas5867,been watching since the vine days and its insane how far you guys have come. truly ispiring.,
1565,@joecommendatore8817,"Jake, I loved it congrats. I love how you are growing and becoming such a positive influence. Hope you keep crushing it bro",
1566,@patricklynch9145,damn this is the stuff that makes me wanna go even harder with everything  keep killing it jake this is NUTS,
1567,@madereal2443,Thank you Jake for the motivation you give to us! <3,
1568,@JamalsGarage,"It feels like I grew up with these guys. I used to despise them, but now I look forward to what they do and the content they put out. There's still some little stuff here and there, but for the most part keep killing it boys. Congrats on the new place Jake!",
1569,@PankajSarkar-tk9wz,"I started supporting Jake back when Vine was still around. Crazy to still be here TO THIS DAY, seeing the progress, seeing how far you've come in the last few years. Truly inspiring, congrats on everything!",
1570,@jeffmoore6289,This is amazing!! Always soooo stoked to see people chasing their dreams and achieving greatness!! Terrific job!!!!,
1571,@xolisapxo,Good for you guys ️ Very inspiring,
1572,,That’s what’s up!! Congrats,
1573,@nabimartinez7316,I been watching ya since the beginning and I’m proud of who ya became and how ya built ya selfs and didn’t let nobody get in ya way ya are so amazing keep up the grind,
1574,@waltondhite,"bros a content creator, boxer, boxing coach to kids being bullied, and professional instigator. What a UNIT!",
1575,@ElJefeFaze,Glad you’re back bro seriously I’m glad you making content again you an you’re brother are amazing I’ve been watching you both for very long time thanks for being you bro you’re amazing you an you’re brother an shout out to you’re mom an dad there amazing parents / people keep up the grind fam,
1576,,The comeback will be greater than the setback! You got this ,
1577,@malazan6004,I'm sure that girl loves Jake for who he really is especially his intelligence and charm.,
1578,@ConwayTwitter,Must be awesome to be that young with that much money. Dudes are living the exact life everyone wishes they could live.,
1579,@Femboy87,"Justice isn't always served, here is a case where it is.  Eat your words with a side order of humble pie!",
1580,@fabb7papa496,These retired MMA guys need to say ok buddy we did your gig several times now so it’s time for you and your bro just once step inside the cage… let’s have a real fight and see how it goes! Let’s go Jake I guarantee you it will be your highest PPV buys bc people will love to see that happen!,
1581,@paulprice334,You love yourself too much to put your body through the  hell it needs Jake!,
1582,@JGunit,Won't catch me feeling bad for this guy.,
1583,@nikkorodriguez1689,"“Tommy Fury’s never seen a killer boxer like me.” You really outdid yourself, Jake. You really did.",
1584,@xAzureXHazex,This is called tasting humility . All that pride and ego just makes this a much deeper wound. That's why everyone loves to see you fail.,
1585,@petercole6353,How can someone be so unlikeable,
1586,,Just a bump on the road. keep grinding,
1587,@morrisvancaam4447,Jake Paul never fails to fail us,
1588,@MugBoxing,Couldn’t beat a boxer so had to go back to 40 year old retired mma guys,
1589,@arqelf9505,If Jake wants us to take him serious he should stop fighting all these washed up ex-MMA people.,
1590,@debankanghosh225,I was feeling down but after listening to this my hopes are high.,
1591,@anthonydeleon6065,His hard work that he’s put in he’s still a winner things can never go your way.,
1592,@tommybscott,Bro would absolutely love to see videos about wisdom you’ve gained and stuff.. love it,
1593,@griefedyourgame3128,It’s wild when I talk about you to people they say I’m a fanboy like nah I just appreciate what you’ve done,
1594,@Toineuchiha,"This man went from fighting a professional boxer and losing, to fighting someone who isn't even a professional boxer and claiming he's coming back to take what's his, make it make sense",
1595,@JustAReminder-,Boy this aged well,
1596,@User-zzr5833sy,Congrats Tommy on the win,
1597,@tristenseymour5321,"Painful watch as always, 
congrats tommy!",
1598,@DannyGautama,"God bless you and Congratulations on your win, Tommy. I am so proud of you.️",
1599,@tannerkrause2343,"Before the fight - ""I'm 100%, this is the best version of me.""

After the fight- ""I've been sick twice and i hurt my arm.""",
1600,@MonkeyDLuffy-ed4fj,"Jake was hugging him so much, stalling the timer",
1601,@carolynbuckley8733,This dude has came so far in such a short amount of time. It's inspiring. And the fact that he has done it with everyone hoping he would fail is even better. Good luck bro.,
1602,@chillbro5455,I’ve never been a huge fan of jake but we must give him credit for taking this sport seriously and working hard putting the work in and deliver on the stage… after all his transformation from his first fight to now is incredible ! Good luck to both fighters Tomy and Jake,
1603,@lexypic1628,"The journey with Jake has been a mad one. So looking forward to this, good luck man",
1604,@karmickoala101,"You inspired us, Tommy.",
1605,@karmickoala101,"You inspired us, Tommy.",
1606,@karmickoala101,"You inspired us, Tommy",
1607,@karmickoala101,"You inspired us, Tommy",
1608,@hoskins10,"Never been a fan of Jake. But his commitment, self awareness and his ‚I‘m unstoppable‘ setting is truly amazing and inspirational. Good Luck!",
1609,@theastonvillaseal585,"People despise this man but the progress he's had the past couple years is incredible. Best of luck, G.",
1610,@hayleym82,"Commiserations Jake. You did okay lasting the 8 rounds, but by round 6, you could see you were a good side punch to being KO. Tommy 100% deserved that win. I'm looking forward to the rematch !! Out of curiosity, how much has Tommy just won, including your half?? ",
1611,@namit4768,bro feeling that wholesome energy. Kept hugging tommy throughout the fight,
1612,@Jecerey,"Teach the world how to come back from a Loss brother, much love to you and your journey.",
1613,@Mr_Banker222,"Love you brother, keep inspiring us.. you’re clearly breaking down boundaries in life showing the world anything is possible. Win or lose you’re truly a pioneer. Best of luck",
1614,@Uso.MERK1,"Great job Jake Paul! I know it didn’t go your way, but real champs fail forward. Congrats to you Fury.",
1615,@elevate1078,Seems like a genuine real dude here.. clear headed and focused. He trolls a lot but he’s a master marketer,
1616,@Kelooo2k,"""Im gonna knock this guy out"" That aged really well",
1617,@lukemarler5305,Near the end Tommy had me believe this was a bodybuilding competition,
1618,@vookudlak1,When tommy started to shout. He finally unlocked his fury family's voice,
1619,@areebsoomro3986,The Fury in Fury’s voice when he was Furiously yelling at Jake was quite Furious.,
1620,,"Hope Jake Paul got this, representing all the youtubers",
